;ID;question;mexico_2008;mexico_2010;mexico_2012;mexico_2014;ecuador_2010;ecuador_2012;ecuador_2014;uruguay_2014;colombia_2010;colombia_2012;colombia_2014;chile_2008;chile_2014;argentina_2014;peru_2014;peru_2010;brasil_2014;brasil_2010;
Q_354;354;Ahora le voy a pedir que mida su opinión sobre algunos líderes políticos: Otto Pérez Molina;NA;NA;q58_5;P8104;NA;q58_17;NA;NA;NA;q58_17;v_8_10_4;NA;P8_10_4;p8_10_4;P8_10_1_D;NA;NA;NA;
Q_355;355;Ahora le voy a pedir que mida su opinión sobre algunos líderes políticos: Rafael Correa;NA;NA;NA;P8109;NA;NA;NA;NA;NA;NA;v_8_10_9;NA;P8_10_9;p8_10_9;P8_10_1_I;NA;NA;NA;
Q_356;356;Ahora le voy a pedir que mida su opinión sobre algunos líderes políticos: Raúl Castro;p8_502_16b;p50_2;q58_9;P8107;p50_2;q58_2;P8_10_8;NA;p50_2;q58_2;v_8_10_7;p37b;P8_10_7;p8_10_7;P8_10_1_G;p50_2;Q_99;p37b;
Q_357;357;Ahora le voy a pedir que mida su opinión sobre algunos líderes políticos: Vladimir Putin;NA;NA;NA;P81012;NA;NA;P8_10_12;NA;NA;NA;v_8_10_12;NA;P8_10_12;p8_10_12;P8_10_1_L;NA;NA;NA;
Q_358;358;ahora le voy a pedir que mida su opinión sobre algunos países: [PAIS];NA;NA;NA;NA;p60_12;q70_12;NA;NA;NA;NA;NA;NA;NA;NA;NA;p60_12;NA;NA;
Q_359;359;ahora le voy a pedir que mida su opinión sobre algunos países: alemania;p10_1002_2a;p60_1;q70_1;P1021;p60_1;q70_1;P10_2_1;NA;p60_1;q70_1;v_10_2_1;p43a;NA;p10_2_1;P10_2_1_A;p60_1;NA;p43r1;
Q_360;360;ahora le voy a pedir que mida su opinión sobre algunos países: argentina;p10_1002_2b;p60_2;q70_2;P1022;p60_2;q70_2;P10_2_2;NA;p60_2;q70_2;v_10_2_2;p43b;NA;NA;P10_2_1_B;p60_2;NA;p43r2;
Q_361;361;ahora le voy a pedir que mida su opinión sobre algunos países: Australia;p10_1002_2c;NA;NA;P1023;NA;NA;P10_2_3;NA;NA;NA;v_10_2_3;p43c;NA;NA;P10_2_1_C;NA;NA;p43r3;
Q_362;362;ahora le voy a pedir que mida su opinión sobre algunos países: bolivia;NA;p60_3;NA;NA;p60_3;NA;NA;NA;p60_3;NA;NA;NA;NA;p10_2_3;NA;p60_3;Q_117;NA;
Q_363;363;ahora le voy a pedir que mida su opinión sobre algunos países: brasil;p10_1002_2d;p60_4;q70_4;P1024;p60_4;q70_4;P10_2_4;NA;p60_4;q70_4;v_10_2_4;p43d;NA;p10_2_4;P10_2_1_D;p60_4;NA;NA;
Q_364;364;ahora le voy a pedir que mida su opinión sobre algunos países: canadá;p10_1002_2e;p60_5;q70_5;P1025;p60_5;q70_5;P10_2_5;NA;p60_5;q70_5;v_10_2_5;p43e;NA;NA;P10_2_1_E;p60_5;NA;p43r6;
Q_365;365;ahora le voy a pedir que mida su opinión sobre algunos países: chile;p10_1002_2f;p60_6;q70_6;P1026;p60_6;q70_6;P10_2_6;NA;p60_6;q70_6;v_10_2_6;NA;NA;p10_2_6;P10_2_1_F;p60_6;Q_114;p43r7;
Q_366;366;ahora le voy a pedir que mida su opinión sobre algunos países: china;p10_1002_2g;p60_7;q70_7;P1027;p60_7;q70_7;P10_2_7;NA;p60_7;q70_7;v_10_2_7;p43f;NA;p10_2_7;P10_2_1_G;p60_7;Q_115;p43r8;
Q_367;367;ahora le voy a pedir que mida su opinión sobre algunos países: colombia;p10_1002_2h;p60_8;q70_8;P1028;p60_8;q70_8;P10_2_8;NA;NA;q70_8;NA;p43g;NA;p10_2_8;P10_2_1_H;p60_8;NA;p43r9;
Q_368;368;ahora le voy a pedir que mida su opinión sobre algunos países: Corea del Sur;p10_1002_2i;NA;NA;P1029;NA;NA;P10_2_9;NA;NA;NA;v_10_2_8;p43h;NA;NA;P10_2_1_I;NA;NA;p43r10;
Q_369;369;ahora le voy a pedir que mida su opinión sobre algunos países: costa rica;NA;p60_9;q70_9;NA;p60_9;q70_9;NA;NA;p60_9;q70_9;NA;NA;NA;NA;NA;p60_9;NA;NA;
Q_370;370;ahora le voy a pedir que mida su opinión sobre algunos países: cuba;p10_1002_2j;p60_10;q70_10;P10210;p60_10;q70_10;P10_2_10;NA;p60_10;q70_10;v_10_2_9;p43i;NA;p10_2_10;P10_2_1_J;p60_10;Q_116;p43r11;
Q_371;371;ahora le voy a pedir que mida su opinión sobre algunos países: ecuador;NA;p60_12;q70_12;P10211;NA;NA;NA;NA;p60_12;q70_12;v_10_2_10;NA;NA;p10_2_11;P10_2_1_K;NA;NA;NA;
Q_372;372;ahora le voy a pedir que mida su opinión sobre algunos países: el salvador;p10_1002_2k;p60_11;q70_11;NA;p60_11;q70_11;NA;NA;p60_11;q70_11;NA;p43j;NA;NA;NA;p60_11;NA;p43r13;
Q_373;373;ahora le voy a pedir que mida su opinión sobre algunos países: españa;p10_1002_2l;p60_13;q70_13;P10212;p60_13;q70_13;P10_2_11;NA;p60_13;q70_13;v_10_2_11;p43k;NA;p10_2_12;P10_2_1_L;p60_13;Q_118;p43r14;
Q_374;374;ahora le voy a pedir que mida su opinión sobre algunos países: estados unidos;p10_1002_2m;p60_14;q70_14;P10213;p60_14;q70_14;P10_2_12;NA;p60_14;q70_14;v_10_2_12;p43l;NA;p10_2_13;P10_2_1_M;p60_14;Q_119;p43r15;
Q_375;375;ahora le voy a pedir que mida su opinión sobre algunos países: guatemala;p10_1002_2n;p60_15;q70_15;P10215;p60_15;q70_15;P10_2_14;NA;p60_15;q70_15;v_10_2_14;p43m;NA;NA;P10_2_1_O;p60_15;NA;p43r16;
Q_376;376;ahora le voy a pedir que mida su opinión sobre algunos países: India;p10_1002_2p;NA;q70_27;P10216;NA;q70_27;P10_2_15;NA;NA;q70_27;v_10_2_15;p43o;NA;p10_2_16;P10_2_1_P;NA;NA;p43r18;
Q_377;377;ahora le voy a pedir que mida su opinión sobre algunos países: Indonesia;NA;NA;NA;P10217;NA;NA;P10_2_16;NA;NA;NA;v_10_2_16;NA;NA;NA;P10_2_1_Q;NA;NA;NA;
Q_378;378;ahora le voy a pedir que mida su opinión sobre algunos países: irán;p10_1002_2q;p60_17;q70_17;P10218;p60_17;q70_17;P10_2_17;NA;p60_17;q70_17;v_10_2_17;p43p;NA;p10_2_18;P10_2_1_R;p60_17;NA;p43r19;
Q_379;379;ahora le voy a pedir que mida su opinión sobre algunos países: israel;NA;p60_18;q70_18;P10219;p60_18;q70_18;P10_2_18;NA;p60_18;q70_18;v_10_2_18;NA;NA;p10_2_19;P10_2_1_S;p60_18;NA;NA;
Q_380;380;ahora le voy a pedir que mida su opinión sobre algunos países: japón;p10_1002_2o;p60_16;q70_16;NA;p60_16;q70_16;NA;NA;p60_16;q70_16;NA;p43n;NA;NA;NA;p60_16;NA;p43r17;
Q_381;381;ahora le voy a pedir que mida su opinión sobre algunos países: méxico;NA;p60_19;NA;NA;p60_19;q70_19;P10_2_19;NA;p60_19;q70_19;v_10_2_19;p43q;NA;p10_2_20;P10_2_1_T;p60_19;Q_120;p43r20;
Q_382;382;ahora le voy a pedir que mida su opinión sobre algunos países: paraguay;NA;p60_20;NA;NA;p60_20;NA;NA;NA;p60_20;NA;NA;NA;NA;p10_2_21;NA;p60_20;NA;NA;
Q_383;383;ahora le voy a pedir que mida su opinión sobre algunos países: perú;p10_1002_2r;p60_21;q70_21;P10221;p60_21;q70_21;P10_2_20;NA;p60_21;q70_21;v_10_2_20;p43r;NA;NA;NA;p60_21;NA;p43r21;
Q_384;384;ahora le voy a pedir que mida su opinión sobre algunos países: república dominicana;NA;p60_22;NA;NA;p60_22;NA;NA;NA;p60_22;NA;NA;NA;NA;NA;NA;p60_22;NA;NA;
Q_385;385;ahora le voy a pedir que mida su opinión sobre algunos países: Rusia;NA;NA;q70_26;P10222;NA;q70_26;P10_2_21;NA;NA;q70_26;v_10_2_21;NA;NA;p10_2_22;P10_2_1_U;NA;NA;NA;
Q_386;386;ahora le voy a pedir que mida su opinión sobre algunos países: sudáfrica;NA;p60_23;q70_23;P10223;p60_23;q70_23;P10_2_22;NA;p60_23;q70_23;v_10_2_22;NA;NA;p10_2_23;P10_2_1_V;p60_23;NA;NA;
Q_387;387;ahora le voy a pedir que mida su opinión sobre algunos países: Turquia;NA;NA;NA;P10224;NA;NA;P10_2_23;NA;NA;NA;v_10_2_23;NA;NA;p10_2_24;P10_2_1_W;NA;NA;NA;
Q_388;388;ahora le voy a pedir que mida su opinión sobre algunos países: UK;NA;NA;NA;P10214;NA;NA;P10_2_13;NA;NA;NA;v_10_2_13;NA;NA;p10_2_14;P10_2_1_N;NA;NA;NA;
Q_389;389;ahora le voy a pedir que mida su opinión sobre algunos países: uruguay;NA;p60_24;q70_24;NA;p60_24;q70_24;NA;NA;p60_24;q70_24;NA;NA;NA;p10_2_26;NA;p60_24;NA;NA;
Q_390;390;ahora le voy a pedir que mida su opinión sobre algunos países: venezuela;p10_1002_2s;p60_25;q70_25;P10225;p60_25;q70_25;P10_2_24;NA;p60_25;q70_25;v_10_2_24;p43s;NA;p10_2_25;P10_2_1_X;p60_25;Q_121;p43r22;
Q_391;391;Ahora le voy a pedir que mida su opinión sobre el Ministro de Relaciones Exteriores;NA;NA;NA;P5251;NA;NA;P5_2_5_1;NA;NA;NA;v_5_2_5_1;NA;NA;NA;NA;NA;NA;NA;
Q_392;392;Ahora, vamos a hablar de las relaciones entre México y Estados Unidos. En una escala donde 0 es que prácticamente México trabaje solo y 10 es que México trabaje muy cerca con Estados Unidos, dónde se ubicaría usted?;p9_902_2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_393;393;Algun miembro de este hogar ha regresado del extranjero a [PAIS] en los ultimos 3 años?;NA;NA;NA;P27;NA;NA;P2_7;NA;NA;NA;v_2_7;NA;NA;NA;P2_7;NA;NA;NA;
Q_394;394;Algunas personas opinan que aumentar el comercio con otros países permite la compra de productos y servicios a precios más baratos. Otros dicen que daña a los productores ecuatorianos. ¿Qué tan de acuerdo o en desacuerdo está usted con que Ecuador incremente su comercio con otros países: muy de acuerdo, algo de acuerdo, algo en desacuerdo muy en desacuerdo?;NA;NA;NA;P78A, P78B, P78C, P78D;NA;NA;P7_8_B;NA;NA;NA;NA;p24;NA;NA;NA;NA;NA;NA;
Q_395;395;Ámbito regional;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;cREGIONES,REGIONES;NA;NA;
Q_396;396;Bairro:;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_33;NA;
Q_397;397;Brasil, Rússia, Índia, China e África do Sul formaram um bloco conhecido pela sigla BRICS. Para alguns os BRICS são uma força capaz de equilibrar o poder mundial diante das potências tradicioanis como os EUA, a Europa e o Japão. Para outros, os BRICS são uma alaiança constrangedora com países autoritários como a Rússia e a China, ou que tâm alta exclusão social como a Índia e a África do Sul. Com qual das duas afirmações você concorda mais?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_148;NA;
Q_398;398;cada año, muchos [nacionales paÍs] pierden la vida o son víctimas de abuso al tratar de migrar fuera de país … el gobierno debe evitar su salida por lugares no autorizados;NA;p32_2;NA;NA;p32_3;EC9_3;EC9_3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_399;399;cada año, muchos [nacionales paÍs] pierden la vida o son víctimas de abuso al tratar de migrar fuera de país … el gobierno debe informarles de los riesgos;NA;p32_1;NA;NA;p32_2;EC9_2;EC9_2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_400;400;cada año, muchos [nacionales paÍs] pierden la vida o son víctimas de abuso al tratar de migrar fuera de país … el gobierno no debe hacer nada;NA;p32_3;NA;NA;p32_1;EC9_1;EC9_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_401;401;cada año, muchos [nacionales paÍs] pierden la vida o son víctimas de abuso al tratar de migrar fuera de país … Patrullar y establecer controles en los puntos de alto riesgo para evitar que traten de cruzar por ahí;p9_805_14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_402;402;Caso o presidente da URUGUAI seja derrubado pela força, você concorda ou discorda que o Brasil assuma a liderança nos organismos internacionais para condenar o governo não democrático?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_181;NA;
Q_403;403;Caso o presidente da URUGUAI seja derrubado pela força, você concorda ou discorda que o Brasil assuma a liderança nos organismos internacionais para impor sanções econômicas ao governo não democrático?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_179;NA;
Q_404;404;Caso o presidente da URUGUAI seja derrubado pela força, você concorda ou discorda que o Brasil não opine sobre a situação, pois não deve interferir nos assuntos internos de outros países por princípio?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_185;NA;
Q_405;405;Caso o presidente da URUGUAI seja derrubado pela força, você concorda ou discorda que o Brasil rompa imediatamente suas relações com o governo não democrático sem esperar resposta de outros países?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_183;NA;
Q_406;406;Caso o presidente da VENEZUELA seja derrubado pela força, você concorda ou discorda que o Brasil assuma a liderança nos organismos internacionais para condenar o governo não democrático?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_180;NA;
Q_407;407;Caso o presidente da VENEZUELA seja derrubado pela força, você concorda ou discorda que o Brasil assuma a liderança nos organismos internacionais para impor sanções econômicas ao governo não democrático?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_178;NA;
Q_408;408;Caso o presidente da VENEZUELA seja derrubado pela força, você concorda ou discorda que o Brasil não opine sobre a situação, pois não deve interferir nos assuntos internos de outros países por princípio?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_184;NA;
Q_409;409;Caso o presidente da VENEZUELA seja derrubado pela força, você concorda ou discorda que o Brasil rompa imediatamente suas relações com o governo não democrático sem esperar resposta de outros países?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_182;NA;
Q_410;410;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Celulosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_5;NA;NA;NA;NA;NA;
Q_411;411;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Cobre;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_1;NA;NA;NA;NA;NA;
Q_412;412;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Frutas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_4;NA;NA;NA;NA;NA;
Q_413;413;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Maderas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_6;NA;NA;NA;NA;NA;
Q_414;414;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Manufactura;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_9;NA;NA;NA;NA;NA;
Q_415;415;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Molibdeno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_2;NA;NA;NA;NA;NA;
Q_416;416;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Salmon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_3;NA;NA;NA;NA;NA;
Q_417;417;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Textiles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_7;NA;NA;NA;NA;NA;
Q_418;418;Chile exporta muchos productos al exterior ¿De los siguientes que le voy a nombrar, en su opinión, cuáles son los tres más importantes? Vino;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C29_8;NA;NA;NA;NA;NA;
Q_419;419;Chile trabaje [solo vs con EEUU];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;p41;NA;NA;NA;NA;NA;NA;
Q_420;420;Cómo califica la participación de CHILE en las negociaciones de paz entre el gobierno colombiano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL2d;NA;NA;NA;NA;NA;NA;NA;
Q_421;421;Cómo califica la participación de CUBA en las negociaciones de paz entre el gobierno colombiano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL2b;NA;NA;NA;NA;NA;NA;NA;
Q_422;422;Cómo califica la participación de ESTADOS UNIDOS en las negociaciones de paz entre el gobierno colombiano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL2e;NA;NA;NA;NA;NA;NA;NA;
Q_423;423;Cómo califica la participación de NORUEGA en las negociaciones de paz entre el gobierno colombiano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL2a;NA;NA;NA;NA;NA;NA;NA;
Q_424;424;Cómo califica la participación de VENEZUELA en las negociaciones de paz entre el gobierno colombiano;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL2c;NA;NA;NA;NA;NA;NA;NA;
Q_425;425;Como usted sabe, México es parte del Tratado de Libre Comercio con Estados Unidos y Canadá. Qué se acerca más a lo que usted piensa...?;p9_903_3A, p9_903_3B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_426;426;comparando con hace 10 años, ¿cree usted que las relaciones de su país com Estados Unidos estan mejor o peor;NA;p57_1;NA;NA;p57_1;EC28;EC28;NA;p57_1;NA;NA;NA;NA;NA;NA;p57_1;NA;NA;
Q_427;427;comparando con hace 10 años, ¿cree usted que las relaciones de su país con España estan mejor o peor;NA;p63_1;NA;NA;p63_1;NA;NA;NA;p63_1;NA;NA;NA;NA;NA;NA;p63_1;NA;NA;
Q_428;428;comparando con hace 10 años, ¿cree usted. que las relaciones de su país con el resto de LatAm estan mejor o peor;p8_810_15a;p49_1;q55;NA;p49_1;q55;NA;NA;p49_1;q55;NA;p36a;NA;NA;NA;p49_1;NA;p36_1;
Q_429;429;comparando con hace 10 años, ¿usted cree que hay mayor o menor probabilidad que se produzca un conflito armado en LatAm;p8_808_11;p46;q52;NA;p46;q52;NA;NA;p46;q52;NA;p33;NA;NA;NA;p46;Q_96;p33;
Q_430;430;comparando el trato que se da a los inmigrantes en [PAIS] y a los ecuatoriano en el extranjero, usted diria que…;NA;NA;NA;NA;ec_10;EC12;EC12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_431;431;con el total del ingreso familiar, diría usted que…;ps16;S17;qs20;PS17;s17;qs20;S17;S17;S17;qs20;S17;s15;S11;ps18;S17_IF;S17, cs17;Q_138;ps16;
Q_432;432;Con respecto a los imigrantes indocumentados que vienen a [PAIS]: Aumentar los controles fronteirizos;NA;p33_3;NA;NA;NA;EC8_3;EC8_3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_433;433;Con respecto a los imigrantes indocumentados que vienen a [PAIS]: Construir muros en las fronteras;NA;p33_5;NA;NA;NA;EC8_5;EC8_5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_434;434;Con respecto a los imigrantes indocumentados que vienen a [PAIS]: Deportarlos a su país de origen;NA;p33_4;NA;NA;NA;EC8_4;EC8_4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_435;435;Con respecto a los imigrantes indocumentados que vienen a [PAIS]: Permitir su entrada;NA;p33_1;NA;NA;NA;EC8_1;EC8_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_436;436;Con respecto a los imigrantes indocumentados que vienen a [PAIS]: Tener programas de trabajadores temporales;NA;p33_2;NA;NA;NA;EC8_2;EC8_2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_437;437;con respecto al año pasado, ¿considera que la situación económica mejor o peor?;ps6;pS6;qs8;PS7;s6;qs8;S7;S7;S6;NA;S7;s6;S9;ps7;S7_SE;S6;Q_129;ps6;
Q_438;438;con respecto al número de extranjeros que viven en [PAÍS], usted piensa que…;NA;p9;q12;P46;p9;q12;P4_6;NA;p9;q12;V_4_6;NA;P4_6;p4_6;P4_6;p9;Q_162;NA;
Q_439;439;Considera que ideas y costumbres de otros países se difundan en [PAIS];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;p9;NA;NA;NA;NA;Q_44;p9;
Q_440;440;Considera regreso de [PAIS] a Comunidad Naciones Andinas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c12;NA;NA;NA;NA;NA;NA;
Q_441;441;Considera usted que Chile debe cumplir con las sentencias de la Corte Interamericana de Derechos Humanos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C19;NA;NA;NA;NA;NA;
Q_442;442;cree ud que [PAIS] debe participar en misiones de paz de la ONU enviando soldados o policias, o debe dejar este tipo de actividad a otros paises?;NA;NA;NA;P73A, P73B, P73C, P73D;p34;q40;P7_3_A;P7_3_A;p34;q40;v_7_3_a;NA;P7_3_A;p7_3a, p7_3b, p7_3c, p7_3d;P7_3_A, P7_3_B;p34;NA;NA;
Q_443;443;Cuál de estos diría Ud. que es el aspecto destacaría más importante en las relaciones de Chile en los últimos 10 años?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C3;NA;NA;NA;NA;NA;
Q_444;444;Cuál de las siguientes frases expresa mejor su opinión acerca de que los emigrantes de otros países vengan a vivir a Chile.);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c7;C5;NA;NA;NA;NA;NA;
Q_445;445;Cuál de las siguientes frases expresa mejor su opinión en las relaciones con Argentina?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C9;NA;NA;NA;NA;NA;
Q_446;446;Cual debería ser posición de [PAIS] en Mercosur;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c11;NA;NA;NA;NA;NA;NA;
Q_447;447;cuál es su opinión de las siguientes organizaciones internacionales? Las organizaciones no gubernamentales (ONG);NA;NA;NA;NA;NA;NA;NA;NA;NA;q71_11;NA;NA;NA;NA;NA;NA;NA;NA;
Q_448;448;Cuando sigue las noticias, ¿qué tan interesado está usted? [mucho/algo/poco/nada];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;p1;NA;NA;NA;NA;Q_37;NA;
Q_449;449;cuando sigue las noticias, ¿qué tanto le interesan las noticias sobre…? Finanzas y Economia;p1_101_1a;p1_1;q1a;NA;p1b;q1a;NA;NA;p1a;q1a;NA;NA;NA;NA;NA;p1b;NA;NA;
Q_450;450;cuando sigue las noticias, ¿qué tanto le interesan las noticias sobre…? La situacion politica de [PAIS];p1_101_1c;p1_3;q1c;NA;p1d;q1c;NA;NA;p1d;q1c;NA;NA;NA;NA;NA;p1d;NA;NA;
Q_451;451;cuando sigue las noticias, ¿qué tanto le interesan las noticias sobre…? Relaciones de [PAIS] con outros países;p1_101_1b;p1_2;q1b;P13;p1c;q1b;P1_3;NA;p1c;q1b;v_1_3;NA;P1_3;p1_3;P1_3_A;p1c;NA;p1;
Q_452;452;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia colombia [admiracion/desprecio];NA;NA;NA;NA;ec_19_1;EC18_1;EC18_1;NA;p54_2;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_453;453;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia colombia [confianza/desconfianza];NA;NA;NA;NA;ec_19;EC18;EC18;NA;p54_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_454;454;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia Estados Unidos [admiracion/desprecio];p9_901_1b;p54_2;q61_2;P922;p54_2;NA;P9_2_2;NA;NA;q61_2;v_9_2_2;p38b;NA;p9_2_2;P9_2_1_B;p54_2;Q_109;p38_1b;
Q_455;455;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia Estados Unidos [confianza/desconfianza];p9_901_1a;p54_1;q61_1;P921;p54_1;NA;P9_2_1;NA;NA;q61_1;v_9_2_1;p38a;NA;p9_2_1;P9_2_1_A;p54_1;Q_108;p38_1a;
Q_456;456;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia Perú? [admiracion/desprecio];NA;NA;NA;NA;ec_26_1;EC23_1;EC23_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_457;457;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia Perú? [confianza/desconfianza];NA;NA;NA;NA;ec_26;EC23;EC23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_458;458;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia venezuela [admiracion/desprecio];NA;NA;NA;NA;ec_31_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_459;459;de las siguientes palabras, ¿cuál describe mejor sus sentimientos hacia venezuela [confianza/desconfianza];NA;NA;NA;NA;ec_31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_460;460;De lo que Ud. Sabe, ,¿A qué país le compra más Chile?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C30;NA;NA;NA;NA;NA;
Q_461;461;De lo que Ud. Sabe, ,¿A qué país le compra más Chile? Otro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C30_TXT str24;NA;NA;NA;NA;NA;
Q_462;462;De los siguientes socios que le voy a mencionar, en su opinión, cuál es el más importante para Chile en política y economía en el futuro? America Latina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C7_1;NA;NA;NA;NA;NA;
Q_463;463;De los siguientes socios que le voy a mencionar, en su opinión, cuál es el más importante para Chile en política y economía en el futuro? Asia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C7_4;NA;NA;NA;NA;NA;
Q_464;464;De los siguientes socios que le voy a mencionar, en su opinión, cuál es el más importante para Chile en política y economía en el futuro? Estados Unidos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C7_2;NA;NA;NA;NA;NA;
Q_465;465;De los siguientes socios que le voy a mencionar, en su opinión, cuál es el más importante para Chile en política y economía en el futuro? Europa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C7_3;NA;NA;NA;NA;NA;
Q_466;466;Destaca relaciones de [PAIS] ultimos 10 años - [El acceso de estudiantes NACIONALES DE PAIS a realizar estudios en otros países];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C4_6;NA;NA;NA;NA;NA;NA;
Q_467;467;Destaca relaciones de [PAIS] ultimos 10 años - [El envío de ayuda y cooperacion a outros países];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C4_2;NA;NA;NA;NA;NA;NA;
